att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,att65,target
-0.586365,0.242205,0.518391,1.346946,3.004072,3.556442,1.070761,-1.138674,-1.967368,-0.586365,0.794576,1.070761,0.518391,-0.31018,-0.862597,-0.862597,-0.862597,-0.862597,-0.31018,-0.033995,-0.31018,-0.31018,-0.586365,-0.31018,-0.586365,-0.31018,-0.033995,-0.033995,0.242205,0.242205,-0.31018,-0.31018,-0.31018,-0.31018,-0.31018,-0.31018,-0.31018,-0.033995,-0.31018,-0.033995,-0.586365,-1.138674,-0.862597,0.794576,0.794576,-0.862597,-1.138674,-0.033995,1.346946,2.451702,2.451702,0.794576,-0.586365,-1.414905,-1.414905,-0.862597,-0.033995,0.518391,0.242205,-0.033995,-0.31018,-0.033995,-0.033995,0.242205,0.518391,2
-0.542591,0.534311,0.534311,2.149642,3.226544,1.88042,0.534311,-1.080974,-1.619508,-0.004147,1.88042,2.149642,0.803533,-1.080974,-1.619508,-1.888775,-1.350241,-1.080974,-1.080974,-0.811858,-0.542591,-0.004147,0.265089,0.534311,0.265089,-0.004147,-0.273369,-0.542591,-0.273369,-0.273369,-0.273369,-0.273369,-0.273369,0.265089,-0.004147,-0.004147,-0.004147,-0.004147,-0.273369,-0.004147,-0.811858,-1.619508,-1.350241,0.803533,1.88042,0.803533,-0.004147,0.265089,0.534311,1.341977,1.341977,0.534311,-0.004147,-0.811858,-1.080974,-0.811858,-0.542591,-0.004147,-0.273369,-0.542591,-0.273369,-0.273369,0.265089,0.534311,0.265089,2
-0.43954,-0.205361,0.26301,1.199726,2.136455,1.433905,-0.205361,-1.142063,-0.673758,0.26301,0.965547,1.902263,1.433905,0.497189,-0.673758,-1.6105,-1.6105,-1.142063,-0.205361,-0.205361,-0.43954,-0.43954,-0.43954,-0.673758,-0.205361,0.028818,0.497189,0.731368,0.26301,0.028818,-0.205361,-0.43954,-0.205361,-0.205361,0.028818,0.028818,0.26301,0.028818,-0.205361,0.028818,-0.205361,-0.673758,-1.142063,-0.907845,-0.43954,-0.43954,0.26301,1.433905,2.136455,3.07317,2.370634,0.731368,-0.907845,-1.6105,-1.844587,-1.844587,-0.907845,0.028818,0.26301,0.26301,-0.43954,-0.43954,-0.205361,0.26301,0.731368,2
0.064719,-0.156696,-0.156696,0.064719,0.064719,0.064719,0.064719,0.064719,0.064719,-0.156696,-0.599562,-0.599562,0.728975,2.27889,-0.156696,-1.928026,-2.149478,-1.042342,0.50756,2.27889,2.27889,1.614634,0.286146,-0.156696,-0.156696,0.286146,0.286146,-0.378111,-0.82089,-0.599562,-0.599562,-0.82089,-1.042342,-0.82089,-0.156696,0.286146,0.286146,0.064719,0.064719,0.064719,0.064719,0.286146,-0.156696,-0.378111,-0.378111,-0.156696,0.064719,0.064719,0.064719,0.286146,0.286146,-0.82089,-1.706574,-1.485246,-0.156696,1.393219,1.614634,1.836049,1.836049,1.836049,1.171804,-2.149478,-1.263794,-1.263794,-0.156696,1
0.036219,0.036219,0.036219,-0.258059,-0.846663,-0.552336,0.62479,0.62479,0.330513,-0.258059,0.62479,1.801899,1.507622,0.330513,-0.258059,-0.552336,-0.552336,0.036219,-0.258059,-0.258059,-0.258059,-0.552336,-0.846663,-0.552336,-0.258059,0.330513,0.036219,-0.258059,-0.552336,-0.258059,0.036219,-0.258059,-0.258059,0.036219,0.036219,-0.258059,0.036219,0.036219,0.330513,0.036219,0.036219,-0.258059,0.036219,-0.846663,-2.023805,-1.435151,-0.552336,-0.258059,1.801899,3.273302,3.56758,2.684748,1.213345,-2.023805,-1.729478,-1.140825,-0.552336,0.036219,-0.258059,-0.846663,-0.258059,0.62479,0.330513,0.036219,-0.258059,1
-0.459738,-0.70273,-0.70273,-0.216786,1.240936,2.455707,0.997985,-0.459738,-1.188579,-0.70273,0.512082,1.96979,2.455707,1.96979,0.755033,-1.188579,-2.403404,-1.674563,-0.459738,-0.216786,-0.459738,-0.459738,-0.459738,-0.459738,-0.459738,-0.216786,0.026165,0.26913,0.512082,0.512082,0.26913,0.026165,-0.216786,-0.216786,-0.216786,-0.216786,0.026165,0.026165,0.026165,-0.216786,0.026165,0.026165,-0.216786,-0.459738,-0.459738,-0.216786,-0.459738,-0.70273,0.512082,1.483888,2.455707,2.455707,1.240936,-0.459738,-1.431571,-1.674563,-1.431571,-0.459738,0.026165,0.26913,0.026165,-0.459738,-0.459738,0.026165,0.26913,2
0.037764,0.037764,-0.312974,-0.663712,-0.312974,0.037764,-0.312974,-0.312974,0.037764,0.037764,-0.312974,0.037764,-0.312974,-1.014509,-0.663712,-1.36511,-1.36511,-0.312974,0.73926,1.440736,2.142212,2.142212,1.791474,0.73926,0.037764,0.388522,0.037764,-0.312974,-0.663712,-1.014509,-1.36511,-0.663712,-0.663712,0.037764,0.037764,-0.312974,-0.312974,0.037764,0.388522,0.388522,0.388522,0.037764,-0.312974,-0.663712,-0.663712,-0.312974,0.037764,0.037764,0.388522,0.388522,0.73926,0.037764,0.388522,-0.312974,-0.312974,0.388522,0.73926,1.089998,2.142212,3.194446,0.73926,-1.715907,-3.118898,-2.066704,0.73926,2
0.259496,0.259496,0.025228,0.025228,-0.209027,0.025228,0.025228,0.025228,0.025228,-0.209027,-0.209027,0.025228,0.025228,-0.209027,-0.677576,-1.614623,-0.91174,-0.209027,-0.443282,-0.677576,0.728006,2.60206,3.53908,2.836314,0.259496,-3.254421,-3.020126,-0.677576,0.493751,0.493751,-0.209027,-1.146034,-0.677576,0.259496,0.259496,0.259496,-0.209027,-0.443282,0.025228,0.025228,0.025228,0.025228,0.025228,0.025228,0.025228,0.025228,0.025228,-0.209027,0.025228,0.025228,-0.209027,-0.209027,-0.209027,0.025228,0.025228,0.025228,-0.209027,-1.146034,0.493751,0.728006,0.962261,0.025228,-0.677576,0.962261,1.899281,1
0.031209,0.031209,0.031209,0.031209,0.031209,0.031209,0.031209,0.031209,0.031209,0.031209,0.031209,0.031209,-0.222404,-0.222404,-0.476018,-0.476018,0.284837,0.792065,0.538451,-0.476018,-1.236845,-0.222404,1.299292,2.060133,1.80652,0.792065,-0.476018,-0.222404,-0.729674,-0.476018,-0.476018,-0.983189,-1.236845,-1.490501,-0.983189,0.031209,0.284837,0.538451,0.284837,0.284837,0.031209,0.031209,0.031209,-0.476018,-0.476018,0.031209,0.031209,0.284837,0.031209,0.031209,0.031209,0.284837,-0.476018,-2.758499,-1.997672,1.80652,2.567375,0.031209,-1.744158,-1.490501,1.299292,2.313761,2.820989,-0.476018,-0.729674,1
0.47455,0.251034,0.698067,1.368617,2.486212,1.81565,-0.196012,-1.984157,-2.207711,-0.643083,1.1451,2.039179,1.81565,0.698067,-0.866511,-1.984157,-1.31362,-0.643083,-0.419528,-0.866511,-1.090066,-0.643083,0.027505,0.251034,0.251034,0.027505,0.027505,0.251034,0.251034,0.251034,0.027505,-0.196012,-0.196012,-0.196012,-0.196012,0.027505,0.027505,0.027505,-0.419528,-0.866511,-0.643083,-0.866511,-0.866511,0.251034,1.368617,0.698067,-0.419528,-0.196012,0.698067,1.81565,2.262695,1.368617,0.027505,-1.31362,-1.760603,-1.31362,-0.419528,0.027505,0.027505,-0.196012,-0.196012,-0.419528,0.251034,0.47455,0.027505,2
-0.714271,-0.933172,-0.057276,1.037667,1.694626,1.256654,0.161723,-0.933172,-0.933172,0.380709,1.913625,1.913625,1.037667,-0.057276,-0.714271,-1.371218,-1.590241,-0.933172,-0.276262,-0.057276,-0.276262,-0.495248,-0.714271,-0.714271,-0.057276,-0.057276,-0.057276,0.161723,0.380709,0.380709,0.161723,-0.057276,-0.057276,0.161723,-0.057276,-0.057276,-0.057276,0.161723,0.599695,0.380709,-0.495248,-1.590241,-1.809141,-1.152195,-0.714271,-0.276262,0.599695,1.256654,2.132611,2.570583,2.570583,1.47564,0.161723,-1.152195,-1.590241,-1.590241,-1.371218,-0.495248,0.161723,0.380709,0.161723,-0.057276,-0.057276,0.161723,0.161723,2
0.252653,0.024559,0.024559,0.024559,0.024559,0.024559,-0.203522,-0.431603,-0.659723,-0.887714,0.480734,2.761558,0.024559,-0.887714,-1.343953,-0.659723,0.252653,0.936896,1.62114,2.305396,1.849221,1.393059,-2.256303,-1.572073,-1.115834,-0.887714,-0.659723,-0.887714,-0.887714,0.024559,0.480734,0.708815,0.708815,0.252653,0.252653,-0.203522,-0.203522,-0.203522,-0.203522,-0.203522,0.024559,0.024559,0.252653,0.024559,-0.431603,-0.203522,-0.431603,0.024559,0.252653,-0.887714,-0.659723,0.936896,1.393059,0.024559,-1.343953,-0.887714,0.936896,1.849221,2.077315,1.164977,0.480734,-1.572073,-1.572073,-1.343953,-0.203522,1
0.072097,0.072097,0.072097,0.072097,0.072097,0.072097,0.072097,-0.220789,0.072097,0.072097,0.072097,0.364998,0.364998,0.072097,-0.220789,-1.978181,-0.806608,0.950768,1.829424,0.072097,0.072097,1.829424,2.415194,-0.220789,-1.392313,0.072097,-0.806608,-0.806608,0.072097,-0.513674,-0.806608,-1.099378,-0.806608,0.364998,0.364998,0.072097,0.072097,-0.806608,-0.513674,0.072097,0.072097,-0.513674,-0.220789,-0.220789,0.072097,-0.220789,0.072097,0.072097,0.072097,0.072097,-0.513674,-0.220789,0.364998,-1.392313,-1.685247,-0.513674,0.072097,-0.220789,1.536539,2.415194,3.000981,2.122309,1.243653,-1.978181,-2.270952,1
-0.484309,-0.484309,0.195128,1.101028,1.780452,0.874553,-0.484309,-1.390234,-0.710822,0.874553,1.780452,2.233415,0.874553,-0.257835,-1.390234,-1.616747,-0.710822,-0.257835,-0.03136,-0.257835,-0.484309,-0.257835,-0.484309,-0.257835,-0.257835,-0.03136,0.421603,0.421603,-0.03136,0.195128,-0.257835,0.195128,-0.257835,-0.257835,-0.257835,0.195128,0.421603,0.195128,-0.03136,-0.257835,-0.484309,-0.937208,-0.937208,-0.484309,0.195128,-0.484309,-0.03136,0.648078,1.780452,2.912839,2.686364,1.327502,-0.257835,-1.390234,-2.069646,-2.296159,-1.616747,-0.484309,0.421603,0.648078,-0.03136,-0.257835,-0.03136,-0.03136,0.648078,2
-0.692674,0.481869,0.09034,-0.301167,-1.084247,-0.301167,1.264883,1.264883,0.481869,0.481869,2.047897,2.439405,1.65639,0.873376,-0.301167,-1.084247,-1.867174,-1.867174,-1.084247,0.09034,0.481869,0.09034,0.09034,0.481869,-0.301167,-1.084247,-1.475601,-0.692674,0.09034,0.481869,-0.301167,-0.301167,-0.301167,0.09034,0.09034,-0.692674,-0.301167,0.09034,0.09034,-0.301167,0.09034,0.09034,-1.084247,-1.475601,0.09034,2.047897,1.65639,0.09034,0.09034,0.873376,1.65639,2.047897,0.481869,-0.692674,-1.475601,-1.867174,-1.867174,-0.692674,0.481869,0.481869,-0.301167,-0.301167,-0.301167,0.481869,0.481869,2
-0.952432,-0.72574,-0.045359,1.7689,3.129597,1.7689,-0.27214,-1.40607,-1.632888,-0.498921,0.861777,2.449255,1.7689,0.181434,-1.179251,-1.85958,-1.632888,-0.72574,-0.045359,-0.045359,-0.27214,-0.498921,-0.498921,-0.27214,-0.27214,-0.045359,0.181434,0.408215,0.408215,-0.045359,-0.27214,-0.27214,-0.27214,-0.27214,-0.27214,-0.27214,-0.045359,0.181434,-0.045359,-0.045359,-0.045359,-0.498921,-0.72574,-0.498921,-0.27214,-0.72574,-0.498921,0.408215,1.7689,2.222474,2.222474,1.542119,-0.045359,-0.952432,-1.179251,-0.952432,-0.498921,0.181434,0.181434,-0.045359,-0.498921,-0.498921,-0.045359,0.408215,0.634996,2
-0.196627,0.058983,-0.452236,-1.219049,0.058983,1.081434,0.058983,-0.963397,0.570215,1.848262,2.615103,2.359494,1.592652,-2.752676,-2.752676,-0.963397,0.058983,0.570215,-0.452236,-0.707888,-0.452236,0.058983,0.314606,0.058983,0.058983,-0.452236,0.058983,0.058983,0.058983,0.058983,0.314606,0.314606,0.058983,0.058983,0.314606,0.058983,0.058983,0.058983,0.058983,-0.196627,0.058983,0.314606,0.058983,-0.452236,-1.219049,0.314606,0.825825,1.337043,0.570215,-0.707888,-0.452236,1.081434,2.615103,0.314606,-1.730354,-0.452236,0.570215,-0.452236,-0.707888,-0.452236,-0.196627,-1.730354,-1.474701,0.058983,0.570215,1
0.249257,0.249257,-0.030087,0.249257,0.249257,-0.030087,-0.309415,-0.309415,-0.030087,-0.030087,0.249257,0.528585,0.807913,0.528585,-1.147337,-2.544055,-2.26468,-1.147337,-0.030087,0.807913,1.087241,1.366569,1.925225,1.366569,0.528585,-0.588743,-0.588743,-0.868118,-1.426712,-0.868118,-0.030087,-0.030087,-0.030087,-0.588743,-0.030087,-0.309415,-0.030087,0.249257,0.249257,-0.030087,-0.030087,-0.588743,-0.309415,-0.030087,0.249257,0.249257,-0.030087,-0.030087,-0.309415,-0.030087,-0.030087,-0.030087,-0.588743,-1.147337,-0.868118,-0.030087,0.807913,2.204553,3.042553,2.483897,-0.030087,-1.706087,-1.985462,-0.309415,1.645897,2
0.446335,0.116645,-0.542698,-0.872425,-0.542698,0.116645,1.105678,0.446335,0.776007,1.43535,1.765021,1.43535,0.776007,0.116645,-0.872425,-1.531694,-1.861421,-1.201967,0.116645,0.446335,0.116645,0.116645,-0.213026,-0.542698,-0.542698,-0.213026,-0.542698,-0.542698,0.116645,0.116645,0.116645,0.116645,-0.213026,0.116645,-0.213026,-0.213026,-0.213026,-0.213026,-0.542698,0.116645,0.116645,-1.201967,-0.872425,0.776007,1.43535,-1.201967,-1.861421,-0.213026,1.765021,3.413397,3.083726,1.43535,-0.542698,-1.531694,-1.201967,-1.201967,-0.213026,-0.213026,0.446335,0.116645,-0.213026,-0.542698,-0.213026,0.116645,0.116645,2
-0.270826,-0.579657,-1.197248,0.038004,1.891003,3.126342,0.964512,-0.888539,-1.815012,-1.197248,0.655682,2.199833,2.199833,1.891003,0.346852,-1.50613,-2.123895,-1.815012,-0.579657,-0.270826,-0.579657,-0.888539,-0.888539,-0.579657,0.038004,0.346852,0.655682,0.346852,0.346852,0.346852,0.038004,0.038004,-0.270826,-0.270826,0.038004,-0.270826,0.038004,-0.270826,-0.270826,-0.270826,0.038004,-0.270826,-0.888539,-1.197248,0.038004,0.655682,0.655682,0.655682,0.964512,1.273343,1.273343,1.273343,0.655682,-0.270826,-0.888539,-1.197248,-1.197248,-0.270826,0.038004,-0.270826,-0.270826,-0.579657,0.346852,0.346852,0.346852,2
-0.316919,-0.565105,-0.316919,0.179466,1.420393,1.916764,0.427651,-1.061421,-1.309648,-0.813332,0.179466,1.916764,2.661335,2.661335,1.420393,-1.806102,-3.04696,-2.05419,-0.565105,-0.068734,-0.565105,-0.565105,-0.316919,-0.316919,-0.316919,-0.068734,-0.068734,0.427651,0.179466,-0.068734,-0.068734,-0.068734,-0.068734,-0.316919,-0.316919,-0.068734,0.179466,0.427651,0.179466,-0.068734,-0.565105,-0.068734,-0.068734,-0.316919,-0.316919,0.179466,-0.068734,-0.316919,0.427651,0.924022,1.668579,1.916764,1.420393,0.427651,-0.316919,-1.309648,-1.309648,-0.565105,-0.068734,-0.068734,-0.316919,-0.565105,-0.565105,0.179466,0.675837,2
-0.033179,-0.248807,-0.464435,-0.033179,-0.033179,-0.033179,0.182462,0.182462,0.39809,-0.248807,-1.973845,-1.973845,0.182462,1.476231,0.39809,-0.6801,-0.033179,1.044974,1.907499,-0.6801,-0.464435,-0.464435,-0.033179,0.613718,-0.033179,-0.248807,-0.033179,-0.033179,-0.033179,-0.248807,-0.033179,0.182462,-0.033179,-0.033179,-0.033179,-0.033179,0.182462,0.182462,0.182462,-0.033179,-0.033179,-0.248807,-0.033179,-0.033179,-0.033179,-0.248807,-0.033179,-0.248807,-1.111308,-1.75818,-0.248807,2.123128,2.770012,1.044974,-2.405053,-2.189509,-0.895643,0.829346,2.123128,2.770012,1.476231,-0.033179,-0.895643,-1.111308,-0.464435,1
-0.51587,-0.701043,-0.51587,1.151383,2.818605,2.818605,-0.330593,-2.553604,-1.997774,-0.145348,1.70713,2.262868,0.966137,-0.145348,-0.701043,-1.071597,-1.071597,-0.51587,-0.145348,-0.145348,-0.330593,-0.51587,-0.330593,-0.145348,0.039898,0.039898,-0.145348,0.039898,0.225154,0.225154,0.225154,-0.145348,-0.145348,-0.145348,0.039898,0.039898,0.039898,0.4104,0.595646,0.4104,-0.88632,-1.997774,-1.812601,-0.145348,1.151383,0.780891,-0.330593,0.039898,0.780891,1.521874,1.70713,0.966137,-0.330593,-1.256874,-1.256874,-0.88632,-0.330593,0.039898,0.4104,0.039898,-0.330593,-0.145348,0.039898,0.4104,0.225154,2
-0.819243,0.355424,-0.819243,-0.427695,0.355424,1.138521,0.355424,0.355424,0.746972,0.355424,1.138521,1.921617,1.921617,1.138521,-0.036147,-0.819243,-1.210858,-1.210858,-1.210858,-1.210858,-0.819243,-0.036147,-0.036147,-0.036147,-0.036147,-0.427695,-0.427695,-0.036147,-0.036147,-0.036147,-0.036147,-0.036147,-0.036147,-0.036147,-0.036147,-0.036147,-0.036147,-0.036147,-0.036147,-0.036147,-0.036147,-0.036147,-1.210858,-0.819243,0.355424,0.746972,-0.819243,-1.602253,-0.036147,2.313166,3.096262,3.096262,1.138521,-0.819243,-1.993867,-1.602253,-1.210858,-0.036147,0.746972,0.355424,-0.036147,-0.819243,-0.427695,-0.427695,0.355424,2
0.352479,0.716138,0.716138,0.716138,-0.0112,-0.37486,-0.738519,-0.738519,-0.738519,-0.37486,-0.37486,-0.37486,-0.37486,-0.738519,-0.738519,-1.465755,-1.465755,0.352479,1.807115,1.807115,1.443456,1.079797,1.443456,1.443456,1.443456,0.352479,-0.738519,-1.465755,-1.829475,-1.465755,-1.465755,-0.37486,-0.37486,-0.37486,-0.37486,0.352479,0.352479,0.716138,-0.0112,-0.0112,-0.37486,-0.37486,-0.37486,-0.0112,-0.0112,-0.0112,-0.0112,-0.0112,-0.0112,-0.0112,-0.37486,-0.0112,-0.0112,-0.0112,-1.102239,-1.829475,-1.102239,0.716138,3.261772,2.170774,1.443456,-0.0112,-1.102239,-0.0112,1.079797,2
0.074036,0.357148,0.074036,0.074036,-0.209061,-1.058288,-1.058288,0.640245,2.338826,0.640245,0.357148,1.206439,0.640245,0.074036,0.357148,0.357148,-0.492158,0.074036,-0.492158,-0.775302,0.074036,-0.492158,-0.775302,-0.209061,-0.209061,0.357148,0.357148,0.074036,-0.209061,0.074036,-0.492158,-0.492158,-0.492158,-0.209061,-0.209061,-0.209061,0.074036,-0.209061,0.074036,-0.209061,-0.209061,0.074036,-0.775302,-1.907721,-1.058288,0.923342,0.923342,-0.492158,0.923342,3.188132,3.471229,2.338826,-2.190707,-2.473851,-1.341433,-0.209061,0.074036,-0.492158,-0.492158,-0.492158,0.074036,0.357148,-0.209061,-0.209061,0.357148,1
-0.567602,-0.567602,-0.311396,1.225853,2.763102,1.994471,-0.05519,-1.336205,-1.336205,-0.05519,1.482059,2.763102,1.994471,0.457236,-1.336205,-2.361057,-1.592454,-0.567602,-0.311396,-0.567602,-0.567602,-0.567602,-0.311396,-0.311396,-0.311396,-0.05519,0.20103,0.20103,0.20103,0.20103,-0.311396,-0.311396,-0.311396,-0.05519,-0.05519,-0.05519,0.20103,-0.05519,-0.311396,-0.05519,-0.05519,-0.567602,-0.567602,-0.567602,-0.311396,-0.05519,-0.05519,0.969647,1.738265,2.250691,1.994471,0.713441,-0.567602,-1.079956,-1.336205,-1.079956,-0.567602,0.20103,0.20103,0.20103,-0.567602,-0.567602,-0.05519,0.20103,0.457236,2
0.349466,-0.272867,0.038291,0.038291,0.660623,1.594096,0.349466,-0.584024,-0.584024,0.038291,1.282938,1.594096,1.282938,0.038291,-0.895234,-1.517479,-1.206269,-0.895234,-0.272867,0.038291,-0.272867,-0.272867,-0.584024,-0.272867,0.349466,0.349466,0.349466,0.038291,-0.272867,0.038291,0.038291,0.038291,-0.272867,-0.272867,-0.272867,0.349466,0.349466,0.660623,0.971781,0.038291,-2.139899,-2.762144,-1.828689,-0.584024,1.594096,2.216411,0.349466,-0.584024,0.038291,1.905253,2.838743,1.905253,-0.272867,-1.206269,-1.517479,-1.517479,-0.272867,0.349466,0.038291,-0.272867,-0.272867,0.038291,0.349466,-0.272867,-0.272867,2
-0.650827,-0.862251,-0.439285,0.829767,2.098819,1.675794,0.61826,-0.650827,-1.073794,-0.016272,1.041274,1.887312,1.464287,0.195247,-0.650827,-1.285336,-1.708302,-1.285336,-0.650827,-0.227778,-0.016272,-0.016272,-0.227778,-0.227778,-0.227778,-0.016272,0.195247,-0.016272,-0.016272,0.195247,0.195247,-0.016272,-0.016272,-0.016272,0.195247,0.195247,0.406754,0.406754,0.61826,-0.016272,-0.439285,-1.708302,-1.919844,-1.285336,-0.862251,-0.439285,0.61826,1.25278,2.098819,2.733339,2.310326,1.041274,-0.227778,-1.285336,-1.496878,-1.285336,-1.285336,-0.650827,0.195247,0.406754,-0.016272,-0.227778,-0.016272,0.195247,0.406754,2
-0.315403,-0.792208,-0.07702,1.35329,2.306835,1.830056,0.161376,-1.268921,-1.507343,-0.553786,1.114908,2.068452,2.306835,1.114908,-0.792208,-2.460902,-2.222479,-0.792208,0.161376,0.161376,-0.07702,-0.315403,-0.553786,-0.315403,-0.553786,-0.07702,0.161376,-0.07702,0.161376,-0.07702,-0.07702,-0.07702,-0.315403,-0.315403,-0.315403,0.161376,0.161376,-0.07702,-0.07702,-0.553786,-0.553786,-0.315403,-0.315403,-0.07702,0.399759,0.161376,-0.315403,0.399759,1.35329,1.830056,2.545218,1.35329,-0.315403,-1.030498,-1.984056,-1.507343,-0.553786,0.161376,0.161376,-0.07702,-0.315403,-0.315403,0.161376,0.161376,0.399759,2
0.36162,0.064079,0.36162,-0.233444,-0.828541,-1.423522,-0.233444,1.849238,0.659143,0.064079,0.659143,1.551714,0.659143,0.064079,0.659143,0.064079,-0.530968,-0.530968,-0.530968,-0.828541,-1.125948,-0.530968,-0.233444,0.064079,0.36162,0.064079,0.064079,0.064079,0.064079,0.064079,-0.828541,-0.233444,-0.233444,-0.233444,0.064079,-0.233444,-0.233444,0.064079,0.064079,-0.233444,0.064079,-1.125948,-2.018669,0.064079,1.849238,0.064079,-1.423522,0.064079,2.444285,3.039349,2.444285,1.849238,-2.316076,-2.018669,-1.423522,-0.530968,0.36162,-0.828541,-0.530968,0.36162,0.659143,0.064079,0.064079,-0.233444,0.36162,1
-0.409622,-0.622659,-0.622659,0.868398,1.933417,1.720403,0.229394,-0.409622,-0.835577,-0.409622,0.868398,1.507402,1.294401,0.442395,-0.409622,-1.048614,-1.261651,-0.835577,-0.196621,0.016381,-0.196621,-0.622659,-0.835577,-0.409622,-0.409622,0.016381,0.229394,0.229394,0.016381,0.229394,0.229394,0.229394,0.016381,0.016381,-0.196621,-0.196621,0.016381,0.229394,0.016381,0.016381,-0.622659,-1.048614,-1.261651,-1.048614,-0.835577,-0.622659,0.442395,1.507402,2.359419,3.211425,2.785422,1.081399,-0.196621,-0.835577,-1.900643,-1.900643,-1.474688,-0.409622,0.229394,0.442395,-0.622659,-0.409622,-0.196621,0.229394,0.655397,2
-0.512167,-0.258039,0.25023,1.520868,2.791519,2.283264,-0.258039,-2.291073,-1.782875,0.25023,2.029123,2.029123,1.012613,0.25023,-1.020365,-1.782875,-1.274535,-0.766337,-0.512167,-0.766337,-0.766337,-0.512167,-0.258039,-0.258039,-0.258039,-0.003912,0.25023,0.504358,0.504358,0.504358,-0.003912,-0.258039,-0.258039,-0.003912,-0.003912,-0.003912,-0.003912,0.25023,-0.003912,-0.003912,-0.766337,-1.020365,-0.512167,0.758485,1.520868,0.25023,-0.766337,-1.020365,-0.003912,1.520868,2.029123,1.520868,0.504358,-0.766337,-1.528705,-1.274535,-0.512167,-0.003912,0.25023,-0.258039,-0.512167,-0.512167,-0.003912,0.25023,0.25023,2
0.104224,0.104224,-0.178064,-1.3072,-1.024864,0.668815,1.233391,0.951103,0.386527,-0.178064,-1.024864,0.104224,0.668815,2.927134,3.209421,-0.178064,-2.718718,-1.024864,-0.460352,-0.742687,-0.460352,-0.178064,-0.742687,-1.024864,-0.742687,0.104224,0.668815,0.386527,-0.178064,-0.178064,0.104224,0.386527,0.104224,-0.178064,-0.178064,-0.178064,0.104224,0.104224,0.104224,0.104224,0.104224,0.386527,-0.178064,-2.154047,-2.436383,-0.178064,1.797967,2.080254,0.668815,0.668815,0.951103,1.515679,-0.742687,-0.742687,-1.024864,-0.460352,-0.178064,0.386527,0.104224,-0.178064,-0.178064,-0.178064,0.104224,0.104224,0.104224,1
0.188635,0.044381,0.044381,0.044381,-0.099865,0.044381,-0.388382,-0.388382,-0.099865,-0.676842,-0.821113,0.044381,1.48686,2.063845,1.775352,-1.830845,-1.686575,-1.109573,0.188635,1.342614,1.775352,1.342614,0.332881,-0.244112,-0.676842,-0.532572,-0.532572,-0.244112,-0.388382,-0.532572,-0.388382,-0.099865,-0.099865,-0.099865,0.044381,0.188635,0.332881,0.332881,0.188635,0.044381,-0.244112,-0.244112,-0.244112,-0.099865,-0.099865,-0.099865,-0.099865,0.044381,0.188635,0.188635,0.044381,-0.099865,0.044381,-0.244112,-1.253844,-1.686575,-0.388382,1.198359,2.496592,2.640838,2.063845,0.76562,-1.686575,-2.696307,-1.398114,1
-0.133723,0.083575,-0.133723,-0.35102,-0.568354,0.083575,0.300885,0.300885,0.300885,0.083575,-0.568354,0.083575,1.170075,2.473872,0.083575,-2.523996,-2.523996,-1.220235,0.73548,2.473872,2.473872,1.60467,0.300885,-0.568354,-0.133723,0.083575,0.083575,-0.35102,-0.785567,-0.785567,-0.568354,-0.133723,-0.568354,-0.785567,-0.35102,0.300885,0.73548,0.73548,0.083575,-0.133723,-0.133723,-0.133723,-0.133723,-0.35102,-0.35102,-0.35102,0.083575,0.083575,-0.35102,-0.35102,-0.133723,1.170075,2.256575,1.387372,-0.568354,-1.872115,0.300885,1.170075,0.952777,-0.35102,-1.872115,-1.437569,-0.568354,0.300885,-0.133723,1
0.00836,-0.127569,0.00836,0.144297,0.144297,-0.127569,-0.263498,-0.127569,-0.127569,-0.671279,-0.671279,0.280226,1.775457,2.726969,-1.079059,-1.48684,-1.215011,0.00836,1.367669,1.639527,1.231739,0.416156,-0.671279,-0.807231,-0.263498,-0.263498,-0.399451,-0.535327,-0.535327,-0.535327,-0.263498,0.00836,0.280226,0.280226,0.280226,0.144297,0.144297,0.144297,-0.127569,-0.127569,-0.127569,0.00836,-0.127569,-0.127569,-0.127569,-0.127569,0.00836,0.144297,0.144297,0.00836,-0.263498,-0.127569,-0.535327,-1.079059,-1.215011,-0.263498,0.959873,2.319182,2.726969,2.455111,1.095802,-1.894696,-2.846209,-1.622792,0.00836,1
-0.296003,-0.783132,0.191099,1.40882,2.139466,1.165276,-0.539547,-1.513751,-1.270166,-0.052459,1.40882,2.38301,2.139466,0.921732,-1.270166,-2.487955,-1.513751,-0.539547,-0.052459,-0.052459,-0.296003,-0.296003,-0.296003,-0.296003,-0.539547,-0.296003,-0.052459,0.434643,0.434643,0.434643,-0.052459,-0.296003,-0.296003,-0.296003,-0.052459,-0.052459,-0.052459,-0.296003,-0.296003,-0.296003,-0.052459,-0.296003,-0.783132,-0.052459,-0.052459,-0.296003,-0.296003,0.678188,1.652364,2.38301,2.38301,0.921732,-0.296003,-1.270166,-2.000785,-1.513751,-0.539547,0.191099,0.434643,-0.052459,-0.296003,-0.539547,-0.052459,0.434643,0.678188,2
